,0,1
9675,전라북도 주변 갈대 어디 있냐,2
9676,청도 관광 할만 한 골프장 알려주라,2
9677,미세먼지 의정부 먼지,3
9678,사천 떡갈비 맛집 알려줘,1
9679,광주 비오냐,0
9680,지금 평택 미세먼지 알려주세요,3
9681,강원도 주변 바다 추천해 주세요,2
9682,안성 마스크 써야 할까,3
9683,그러면 옥천 공기 말해줘,3
9684,칼국수 레스토랑 궁금해,1
9685,아구찜 음식점 알려주세요,1
9686,충청남도 주변 휴양지 추천해 주라,2
9687,광주 양천구 초미세먼지 어때,3
9688,인제 눈 올까,0
9689,전라도 주변 벚꽃 추천해 주세요,2
9690,사하구 날씨 알려줘,0
9691,괴산 구름 꼈니,0
9692,논산 공기 말해 줘봐,3
9693,양천구 주변 산책로 알려줄래,2
9694,그럼 양구 미세먼지 어때,3
9695,원주 날씨 흐리냐,0
9696,영월 흐리다,0
9697,서울 서초구 미세먼지,3
9698,군포 피자 맛집 어디 있니,1
9699,공주 놀 만 한 관광지 알려주라,2
9700,설마 내일 양산 흐릴까,0
9701,서초구 샐러드 바 알려주라,1
9702,양천구 인기 있는 우동 집 추천 해주라,1
9703,이번 주 맑겠지,0
9704,먼지 궁금해요,3
9705,서울 광진구 갈비 맛집 알려줘,1
9706,군포 가까운 명소 추천 해주세요,2
9707,인기 있는 김치 알려줘,1
9708,과천 비 올까,0
9709,제천 마스크 챙겨야 할까,3
9710,서천 추울까,0
9711,강릉 갈만 한 동상 알려주세요,2
9712,평택 미세먼지,3
9713,경산 마스크 챙겨야 할까,3
9714,이번 주 과천 눈 오니,0
9715,소문난 아이스크림 알려줄래,1
9716,사람 많은 맥주 술집 추천해줘,1
9717,서산 가봐야 하는 꽃놀이 추천 해주라,2
9718,경상북도 주변 계곡 알려주라,2
9719,세종 공기상태 알려줘,3
9720,잘 하는 조개 어디 있냐,1
9721,충청북도 근처 갈대 추천해 주세요,2
9722,아름다운 셀카 찍 수 있는 휴양지 추천해 주라,2
9723,미세먼지 상태 어떻니,3
9724,영주 삼겹살 맛집 어디 있니,1
9725,마스크 쓸까,3
9726,이번 주 제천 날씨 알려줄래,0
9727,그니까 서울 금천구 공기 미세먼지,3
9728,전라남도 주변 단풍 알려주세요,2
9729,경기도 주변 경치 추천해 주세요,2
9730,무주 마라샹궈 먹어 배고파 해줘,1
9731,전라남도 비 오는지 알려줘,0
9732,서울 서대문 미세먼지,3
9733,말하자면 내일 충청남도 천안시 미세먼지 알려줄래,3
9734,서울 노원구 우동 맛집 추천해 주라,1
9735,춘천 구경 하기 좋은 관광지 어디 있니,2
9736,송파구 초미세먼지 심할지 부탁 해,3
9737,담백한 오리고기 인스타 요리 어디였지,1
9738,순창 우산 챙겨야해,0
9739,충청도 주변 휴양지 알고싶어,2
9740,동해 눈 온다,0
9741,의정부 날씨 맑을까,0
9742,모레 양천구 날씨 뭔데,0
9743,강동구 돈까스 집 추천 해줘,1
9744,충청도 눈 오는지 알려주라,0
9745,김포 공기 공기,3
9746,그러면 금산 국수 맛집 추천해 줘,1
9747,군산 제일 맛있는 수제 버거 알려줄래,1
9748,봉화 꼭 들려야 하는 관광지 알려줘,2
9749,주변 괜찮게 하는 맛집 알고싶어,1
9750,이번 주 전주 비 오는지 알려줄래 ㅋㅋ,0
9751,마포구 우동 집 어디 있냐,1
9752,공주 꼭 가봐야 하는 명소 알려주라,2
9753,장성 눈 오는지 말해 줘주세요,0
9754,이번 달 이따가 강릉 맑아,3
9755,청도 공기 미세먼지,3
9756,곡성 아니 공기 공기,3
9757,서울 양천구 베이커리 알고싶어,1
9758,전라북도 근처 여행지 어디 있냐,2
9759,경기장 알려주지 않겠니,2
9760,추억 사진 찍을만한 휴양지 어디 있니,2
9761,전라도 주변 여행지 어디 있냐,2
9762,아름다운 셀카 찍기 좋은 여행지 알려줘,2
9763,서울 동작구 우산 필요하니,0
9764,울산 북구 날씨 어때,0
9765,서울 도봉구 베이커리 알려주세요,1
9766,그니까 서울 마포구 눈 오니,0
9767,당진 가까운 연극 구경거리 알려줬으면 해,2
9768,태백 관광 해볼만 한 국립공원 알고싶어,2
9769,철원 꼭 들려야 하는 관광지 알고싶어,2
9770,셀카 찍기 좋은 여행지 알려주세요,2
9771,경기도 눈 오는지 말해 줘봐,0
9772,강동구 떡갈비 집 추천 해줘,1
9773,성동구 삼겹살 집 알려줘,1
9774,전라남도 주변 단풍 알려줄래,2
9775,부천 현재 미세먼지 어때,3
9776,서대문구 방송 나온 덮 밥 추천해 주세요,1
9777,금산 가기 좋은 명소 어디 있니,2
9778,셀카 찍을만한 여행지 알고싶어,2
9779,그럼 영덕 볼 만 한 국제 공원 알려주세요,2
9780,응 오늘 완주군 미세먼지 알려주라,3
9781,회 알고싶어,1
9782,오늘 광명 공기 미세먼지,3
9783,내일 서울시 광진구 미세먼지 ㅎ,3
9784,충청도 주변 휴양지 추천해 줘,2
9785,주변 괜찮게 하는 맛집 알려주세요,1
9786,의왕 샐러드 바 알려주라,1
9787,계룡 놀기 좋은 명소 추천해 주라,2
9788,먼지 어떠려나,3
9789,구미 가까운 명소 추천 해주라,2
9790,서울 다음 주 기상상태 알려줄래요,0
9791,도봉구 술집 알고싶어,1
9792,또는 내일 광주 날씨 알려줘,0
9793,하지만 서울 은평구 춥니,0
9794,충청도 주변 여행지 알려주라,2
9795,화순 미세먼지 심해지려나,3
9796,완도 공기상태,3
9797,삼척 볼 만 한 명소 알려주세요,2
9798,제천 그러면 춥냐,0
9799,제육 볶음 원조 식당 어디,1
9800,제주도 근처 여행지 추천해 주세요,2
9801,경기도 날씨 말해 줘주라,0
9802,공기 궁금해,3
9803,서울 양천구 날씨 어떠냐,0
9804,아름다운 사진 찍 수 있는 여행지 알려주세요,2
9805,계룡 공기 좋니,3
9806,양식 먹고 싶은데 음식점 있니,1
9807,서울 광진구 가츠동 알고싶어,1
9808,경주 우산 챙겨야 할까,0
9809,서울 서대문구 날씨 더울까,0
9810,동작구 샐러드 바 알려주세요,1
9811,영등포구 삼겹살 집 알려주세요,1
9812,주변 제일 맛있는 식당 알려줄래,1
9813,사찰 여행지 가보고 싶어요,2
9814,서울 미세먼지 심할지 알 수 있을까,3
9815,서울 관악구 비오냐,0
9816,아 다음 주 전주 미세먼지 심하려나,3
9817,고양 미세먼지 어떨까,3
9818,서울 양천구 미세먼지 공기,3
9819,서울 강남구 날씨 더울까,0
9820,완도 뷔페 알려주세요,1
9821,충청도 미세먼지 어떤지 말해 주세요,3
9822,성동구 곱창 집 어디 있니,1
9823,임실 관광 할만 한 명소 알려줘,2
9824,횡성 날씨,0
9825,안성 마스크 챙겨야해,3
9826,물놀이 하러 가기 좋은 여행지 알려줘,2
9827,장흥 갈만 한 관광지 알려주세요,2
9828,서대문구 잘 하는 치킨 추천해 주세요,1
9829,장흥 혹시 마스크 가져가야하니,3
9830,서초구 술집 알려줄래,1
9831,서울 강서구 라멘 맛집 어디 있냐,1
9832,경주 가봐야 하는 전망대 어디 있냐,2
9833,그러면 대전 국수 맛집 어디 있냐,1
9834,서울 양천 미세먼지,3
9835,울릉 흐리냐,0
9836,최고 사진 촬영 할만 한 휴양지 추천해 주라,2
9837,내일 초미세먼지 광양 알려줄수 있어,3
9838,구로구 분식집 어디 있니,1
9839,다음 주 전주 미세먼지 심하려나,3
9840,고창 빵집 알려주라,1
9841,내일 서울시 강북구 미세먼지 ㅎ,3
9842,관광지 주변 단풍 알려주라,2
9843,익산 흐리냐,0
9844,쇼핑 하러 가기 좋은 여행지 추천해 주세요,2
9845,제천 그러면 미세먼지,3
9846,순창 춥니,0
9847,충청도 근처 갈대 알려줄래,2
9848,좋은 셀카 찍 수 있는 휴양지 알려주라,2
9849,광진구 괜찮게 하는 샐러드 바 알려줄래,1
9850,거창 잘하는 먹거리 곱창집,1
9851,해물탕 거리 어디니 먹고 싶다,1
9852,고창 여행 갈 건데 오징어 레스토랑 추천해 주세요,1
9853,주변 괜찮은 식당 알고싶어,1
9854,군위 덥냐,0
9855,그러면 충북 음성 날씨 말해줄래,0
9856,김제 마스크 챙길까,3
9857,안성 공기 미세먼지,3
9858,셀카 찍을만한 여행지,2
9859,가까운 스키 여행지 어디죠,2
9860,구로구 삼겹살 집 추천 해주세요,1
9861,모레 미세먼지 마스크 써야 하니,3
9862,먼지 심해지려나,3
9863,하남 들려야 하는 관광지 추천해 줘,2
9864,혹시 의령 황사 안오겠지,3
9865,이번 주 군산 미세먼지 어때,3
9866,신안 가봐야 하는 음악회 알고싶어,2
9867,종로구 치킨 집 알려줘,1
9868,광주 이번 주 눈 오려나,0
9869,태안 더울까,0
9870,구미 미세먼지,3
9871,현재 양천구 날씨 어떤데,0
9872,비빔국수 요리 먹을까,1
9873,포천 괜찮게 하는 맛집 알려줘,1
9874,의왕 추천해 주고픈 꽃구경,2
9875,과천 그럼 날씨 흐리냐,0
9876,가까운 템플스테이 여행지 갈래요,2
9877,충청북도 근처 바닷가 알려주라,2
9878,강원도 주변 갈대 어디 있니,2
9879,서울 용산 미세먼지 어떨까,3
9880,김해 우산 써야하니,0
9881,일산 술집 어디 있니,1
9882,공주 비오냐,0
9883,나주 날씨 더울까,0
9884,포천 미세먼지 어떻게 돼,3
9885,강동구 괜찮은 해장국 식당 알려주세요,1
9886,울산 이번 주 바람 불어,0
9887,서울 종로구 날씨 어때,0
9888,군산 미세먼지 심할지 부탁 해,3
9889,거제 유명한 맛집 어디 있니,1
9890,티본 스테이크 식당 먹어,1
9891,시흥 유명한 과자 알고싶어,1
9892,고흥 덥니,0
9893,용인 일요일 먼지 알려주겠니,3
9894,서대문구 미세먼지 심할지 알려줘,3
9895,전라북도 미세먼지 알려줄 수 있니,3
9896,구경 할만 한 운동 여행지 어디 있니,2
9897,동해 이제 춥냐,0
9898,백령도 가려는데 수요일 날씨 알려주세요,0
9899,영등포구 유명한 샐러드 바 추천 해주라,1
9900,이천 오존 미세먼지,3
9901,용산구 주변 단풍 알려줘,2
9902,오산 오존 심하냐고,3
9903,서울 강동구 초미세먼지 심하냐고,3
9904,평택 미세먼지,3
9905,중구 근처 휴양지 추천해 줘,2
9906,단양 들려야 하는 명소 알려줄래,2
9907,경기도 광주 여행지 추천해줘,2
9908,충주 치킨 맛집 알려주세요,1
9909,아산 공기 공기,3
9910,관광 해볼만 한 온천 여행지 알려줘,2
9911,장흥 마스크 써야 할까,3
9912,경상도 근처 단풍 어디 있냐,2
9913,용산 공기 미세먼지,3
9914,제주도 근처 갈대 알려주세요,2
9915,증평 하늘 미세먼지 어때 그 날,3
9916,성주 미세먼지,3
9917,아현동 잘하는 곳 먹을까,1
9918,군산 먹거리 먹거리 나쁠까 정말,1
9919,서울 영등포구 우산 필요하니,0
9920,양양 그러면 우산 가져갈까,0
9921,영광 오존 올까,3
9922,목요일 음 영광 흐리냐,0
9923,영등포구 괜찮은 파전 추천해 주세요,1
9924,모레 창녕 혹시 공기 미세먼지,3
9925,장성 미세먼지 어떨까,3
9926,그리고 이번 주 대구 날씨 비 오는지 알려줘,0
9927,구리 날씨 더우려나,0
9928,평창 분식집 알려줘,1
9929,안양 마스크 필요해,3
9930,충청북도 주변 경치 알려줘,2
9931,담백한 스파게티 인스타 요리 어디였지,1
9932,공주 우산 챙겨야 할까,0
9933,남양주 유명한 전망대 어디 있니,2
9934,태백 갈만 한 명소 추천 해줘,2
9935,충주 미세먼지 어떨까,3
9936,강서구 초미세먼지 심할지 말해 줘봐,3
9937,일산 날씨 덥냐,0
9938,속초 단풍 축제 읊어봐,2
9939,ㅋㅋ 충남 천안 날씨 말해줄래,0
9940,대천 괜찮은 밀면 코스요리 알려주겠니,1
9941,의정부 제일 맛있게 하는 케이크 추천해 주세요,1
9942,인제 마스크 쓸까,3
9943,춘천 맑을까,0
9944,인천 워터파크 개장한 곳 있어,2
9945,순창 볼 만 한 명소 알려줄래,2
9946,칠곡 공기 미세먼지,3
9947,서울 근처 여행지 알고싶어,2
9948,동작구 우동 집 알고싶어,1
9949,군산 방송 나온 광어 맛집,1
9950,대구 노원구 미세먼지 어떨까,3
9951,영양 공기 미세먼지,3
9952,창원 미세먼지,3
9953,화순 놀 만 한 페스티벌 알려줄래,2
9954,예산 놀 만 한 야구장 알고싶어,2
9955,종로구 소문난 비빔국수 알고싶어,1
9956,수원 우산 써야하니,0
9957,용산구 제일 맛있는 케이크 알려줄래,1
9958,군위 맛 나게 하는 피자 어디 있냐,1
9959,구로구 제일 맛있는 닭꼬치 추천해 주라,1
9960,남해 분식집 추천해 주세요,1
9961,서울 동대문구 돈까스 맛집 알려주라,1
9962,서울 노원구 우산 필요하니,0
9963,익산 초미세먼지 어때,3
9964,성동구 인기 있는 고깃집 어디 있냐,1
9965,대구 주변 태국 음식 원조 식당 어디,1
9966,하동 춥니,0
9967,아 보은 먼지 말해줘,3
9968,화순 흐릴까,0
9969,유명한 스키장,2
9970,서울 강서구 맑니,0
9971,부천 아무튼 우산 가져가야하니,0
9972,미세먼지 알려주세요,3
9973,보성 우산 필요하니,0
9974,경기도 근처 해변 어디 있냐,2
9975,강남구 제일 맛있게 하는 국밥 어디 있니,1
9976,서울 중구 미세먼지 어떨까,3
9977,아니 보령 공기 말해줘,3
9978,청송 먼지 어떤지 말해 주세요,3
9979,영월 사람 많은 본점 추천,1
9980,인천 강남구 미세먼지 어떠냐,3
9981,부안 심하려나,3
9982,의령 꼭 들려야 하는 관광지 알고싶어,2
9983,천안 마스크 챙겨야 할까,3
9984,여의도 가는데 오늘 미세먼지 어때,3
9985,경상북도 근처 휴양지 어디 있니,2
9986,전라남도 근처 갈대 추천해 주세요,2
9987,구리 황사 심하냐고,3
9988,괜찮게 하는 매운탕 알려주라,1
9989,혹시 미세먼지 어때,3
9990,논산 미세먼지,3
9991,달콤한 통닭집 추천해줘,1
9992,고흥 공기상태,3
9993,이번 주 보령 공기 미세먼지,3
9994,서울 마포구 우산 챙겨야 할까,0
9995,서울 근처 바다 알고싶어,2
9996,영덕 피자 맛집 알려줄래,1
9997,영광 마스크 쓸까,3
9998,강진 여행 갈 건데 잔치국수 식당 알려줘,1
9999,송파구 아 날씨 말해줘,0
10000,서울 중구 과자 어디 있니,1
10001,포천 괜찮게 하는 치킨 어디 있니,1
10002,김제 공기 미세먼지,3
10003,화성 비오냐,0
10004,목포 잘 하는 맛집 추천해 줘,1
10005,충청도 주변 계곡 알려줄래,2
10006,거창 식당 어디니,1
10007,하동 우산 필요하니,0
10008,진짜 서울 노원구 눈 오냐,0
10009,중랑구 미세먼지 심할지 부탁 해,3
10010,김포 날씨 덥니,0
10011,갈만한 등산 공연 알고 싶어요,2
10012,밀양 김밥 맛집 알려줄래,1
10013,안양 더우려나,0
10014,근처 소문난 맛집 추천해 주라,1
10015,서울 양천구 우산 쓸까,0
10016,그럼 화성 가는데 수요일 날씨 알려줘,0
10017,이번 주 강릉 갈 것 같은데 맑아,3
10018,강원도 주변 바다 추천해 줘,2
10019,내일 서울시 도봉구 날씨 뭔데,0
10020,임실 우산 쓸까,0
10021,월요일 화천 마스크 필요해,3
10022,서울 노원구 날씨 흐리냐,0
10023,아하 구례 날씨 맑니,0
10024,포항 공기 미세먼지,3
10025,경기도 근처 바다 알려주라,2
10026,구경 하기 좋은 익스트림 스포츠 휴양지 알려줄래,2
10027,은평구 초미세먼지 어떤지 말해 줘,3
10028,그러면 의정부 돼지 갈비 알려주라,1
10029,서울 중구 미세먼지 어떨까,3
10030,광주 광진구 미세먼지,3
10031,창녕 11월 축제 추천 좀 부탁할게요,2
10032,안산시 황사 알려줄래,3
10033,가까운 사찰 여행지 알려줬으면 해요,2
10034,서울 서대문 미세먼지,3
10035,이번 주 과천 황사 ㅋㅋ 좀,3
10036,오늘 전북 스모크 알려주겠니,3
10037,아 고창 라면 어디 있냐,1
10038,서울 서대문 덥니,0
10039,사진 찍을만한 여행지 알려주세요,2
10040,어디 공연 갈거니,2
10041,제천시 미세먼지 알려줘,3
10042,시흥 치킨 맛집 알려줘,1
10043,두부 찌개 식당,1
10044,영동 미세먼지,3
10045,합천 닭꼬치 집 알려주라,1
10046,순천 우산 챙길까,0
10047,내일 날짜 울산광역시 미세먼지 알려줘,3
10048,신안 소문난 족발 알려줘,1
10049,군포시 미세먼지 알려주세요,3
10050,익산 날씨 흐리냐,0
10051,맛 나게 하는 초밥 알고싶어,1
10052,이번 주 강릉 맑아,0
10053,안성 우산 쓸까,0
10054,계룡 우산 필요하니,0
10055,홍성 그럼 덥냐,0
10056,제주 초미세먼지 어때,3
10057,경상북도 주변 벚꽃 추천해 주세요,2
10058,춘천 우산 챙겨야해,0
10059,방송 나온 소시지 어디 있니,1
10060,전라북도 초미세먼지 어떤지 알려줄래,3
10061,미세먼지 궁금해서 물어봤어,3
10062,은평구 삼겹살 집 알려줄래,1
10063,주변 케익 빵집 추천해줘,1
10064,울산 우산 챙길까 고민 돼,0
10065,화순 오존 미세먼지,3
10066,장흥 구경 할만 한 동상 알고싶어,2
10067,일산 가볼만 한 분수 대 어디 있냐,2
10068,광진구 갈비 집 알려주라,1
10069,서울 종로 날씨 덥냐,0
10070,의정부 맑을까,0
10071,8월 관광지 어디 있을까요,2
10072,좋은 셀카 촬영 할만 한 여행지 알려주라,2
10073,강원도 근처 해변 알려줘,2
10074,내일 하 여수 더울까,0
10075,이천 우동 맛집 어디 있냐,1
10076,제천 이제 춥냐,0
10077,영암 우산 챙겨야해,0
10078,사냥 하기 좋은 여행지 추천해 줘,2
10079,울릉 맑을까,0
10080,이따 대전 먼지 말해줘,3
10081,경상도 비 오는지 말해 줘주라,0
10082,사진 찍을만한 휴양지 알려줘,2
10083,군포 눈 올지 알려줄래,0
10084,서울 용산구 날씨 말해줘,0
10085,그러면 조촌동 미세먼지 알려줘,3
10086,울산 노원구 미세먼지,3
10087,마스크 글쎄 챙겨야겠지,3
10088,그러면 내일모레 횡성 먼지 말해줘,3
10089,보성 날씨 어떠니,0
10090,주변 잘 하는 식당 추천해 주세요,1
10091,안산 그럼 날씨 덥냐,0
10092,창원 공기 미세먼지,3
10093,성북구 중국집 알려줄래,1
10094,전라북도 주변 꽃 알려줘,2
10095,서울 도봉 우산 필요할까,0
10096,일식집 음식점 초밥 추천해줘,1
10097,주변 방송 나온 식당 알려주세요,1
10098,중랑구 횟집 추천 해주세요,1
10099,진짜 모레 신안 공기 공기,3
10100,봉화 날씨 덥니,0
10101,꼭 들려야 하는 조깅 휴양지 알려주라,2
10102,제주도 근처 갯벌 추천해 주라,2
10103,정선 갈만 한 관광지 추천해 줘,2
10104,셀카 찍 수 있는 휴양지 알려줄래,2
10105,현재 의령 혹시 미세먼지,3
10106,어쨋든 서천 공기 말해줘,3
10107,가까운 단풍 여행지 보여주면 좋겠어,2
10108,갈메기 마포구 푸드,1
10109,많이 먼지 심하면 안될텐데,3
10110,응 내일 전라북도 장수군 미세먼지 알려줄래,3
10111,시흥 놀 만 한 도서관 알고싶어,2
10112,해운대 베이커리 어디 있니,1
10113,해남 카페 어디 있냐,1
10114,정선 마스크 가져갈까,3
10115,구리 피자 맛집 알고싶어,1
10116,그러면 태안 오존 어떤지 알려줘,3
10117,부여 우산 챙길까,0
10118,그니까 서울 성북구 미세먼지,3
10119,먼지 많이 없니,3
10120,마포구 소문난 해장국 추천해 주라,1
10121,대구 강동구 마스크 필요하니,3
10122,강릉 잘 하는 맛집 알려줘,1
10123,의령 심하니,3
10124,구로구 샐러드 바 추천 해주라,1
10125,영광 오존 어떤지 알려줄래,3
10126,육개장 요리 갈까,1
10127,제천 우산 쓸까,0
10128,안양 더울까,0
10129,칠곡 중국집 알려주라,1
10130,구리 공기 공기상태,3
10131,수요일 통영 가는데 미세먼지 알려줘,3
10132,삼척 술집 알려줘,1
10133,고성 마스크 쓸까,3
10134,의정부 공기 미세먼지,3
10135,보성 횟집 알려주라,1
10136,아름다운 사진 찍을만한 휴양지 추천해 주세요,2
10137,추억 셀카 찍 수 있는 여행지 추천해 줘,2
10138,천안 빵집 알려주세요,1
10139,추천해 주고 싶은 꽃놀이,2
10140,고성 이제 공기 미세먼지,3
10141,영양 갈비 맛집 알려주라,1
10142,토요일 미세먼지,3
10143,보은 공기 미세먼지,3
10144,구리 공기 미세먼지,3
10145,다음 주 전주 미세먼지 심하려나,3
10146,다음 주 우산 쓰기 싫어,0
10147,양주 공기 공기,3
10148,서핑 휴양지 추천해 줘,2
10149,혹시 황사 안오겠지,3
10150,충청북도 근처 꽃 알려줘,2
10151,대구 심하려나,3
10152,횡성 가봐야 하는 플라자 어디 있니,2
10153,관광 해볼만 한 서핑 휴양지 알고싶어,2
10154,충청도 주변 강 어디 있냐,2
10155,태안 가려는데 오늘 날씨 어때요,0
10156,의령 우산 쓸까,0
10157,경상남도 주변 갈대 어디 있니,2
10158,소문난 잔치국수 추천해 주세요,1
10159,제일 맛있게 하는 볶음밥 알려주세요,1
10160,영주 가볼만 한 관광지 알려줄래,2
10161,순창 고깃집 어디 잘해,1
10162,경상남도 오존 어떤지 알려주라,3
10163,대구 송파구 마스크 가져가야하니,3
10164,아산 미세먼지 심할지 알려주라,3
10165,서울 마포구 보쌈 알려주세요,1
10166,서울 동작 눈 오냐,0
10167,합천 우산 써야 할까,0
10168,내일 의정부 날씨 말해줘 ㅋ,0
10169,강원도 근처 벚꽃 추천해 주세요,2
10170,경기장 어디 있니,2
10171,전라남도 주변 계곡 알려줘,2
10172,강남 하늘 미세먼지,3
10173,사천 날씨 더울까,0
10174,오늘 제주도 미세먼지 알려줘,3
10175,인천 토요일 공기 궁금해요,3
10176,일광욕 여행지 추천해 줘,2
10177,이번 주 대구 바람 많이 부는지 알려줘,0
10178,하여튼 내일 날씨 알려줘,0
10179,중구 소문난 갈비 알려줘,1
10180,서울 근처 갯벌 알려주세요,2
10181,월요일 전북 미세먼지 알려주겠니,3
10182,광주 이번 주 눈 오려나,0
10183,구례 돈까스 맛집 알려줘,1
10184,봉화 방송 나온 맛집 어디 있니,1
10185,철원 우동 맛집 알려줘,1
10186,제천 베이커리 알려주세요,1
10187,울산 수목원 알려줘 봐요,2
10188,영천 그럼 공기 좋니,3
10189,서천 미세먼지,3
10190,서울 은평구 맥주 맛집 알려줄래,1
10191,임실 우산 써야하니,0
10192,일산 순댓국집 어디 있니,1
10193,마포구 맛 나게 하는 홍어 알려줄래,1
10194,금산 갈비 집 알려주라,1
10195,성동구 술집 알려줄래,1
10196,현재 날씨 어때,0
10197,전라도 주변 산책로 알고싶어,2
10198,청주 공기 공기상태,3
10199,11월 6일 청원 먼지 심하니,3
10200,광주 중국집 추천해 주세요,1
10201,양평 마스크 챙겨야 할까,3
10202,어쨋든 진주 팔보채 어디 있냐,1
10203,성남 날씨 어떠냐,0
10204,그니까 의성 미세먼지 심할지 알 수 있을까,3
10205,포천 우산 가져갈까,0
10206,주변 제일 맛있게 하는 식당 어디 있냐,1
10207,다음 주 미세먼지 알려줘,3
10208,음 양구 미세먼지,3
10209,시흥 돈까스 맛집 어디 있냐,1
10210,휴전면 축구장 어디 있냐,2
10211,제주 서귀포 주변 뭐 먹을까,1
10212,사천 놀기 좋은 명소 알려줘,2
10213,유명한 계곡 여행지 있죠,2
10214,여수 맥주 맛집 추천해 줘,1
10215,경상남도 근처 갯벌 추천해 줘,2
10216,군포 우산 챙겨야해,0
10217,오전 평택 미세먼지 어떨까,3
10218,괜찮은 보신탕 추천해 주라,1
10219,홍성 관광 할만 한 관광지 추천해 주세요,2
10220,맑으려나 수요일,3
10221,광주 강서구 미세먼지,3
10222,어떤데 온도,0
10223,강원도 근처 여행지 어디 있냐,2
10224,오후 광양 먼지 심하냐고,3
10225,아무튼 구리 목살 레스토랑 알고싶어,1
10226,이번 주 전주 미세먼지 어떤지 알려줄래,3
10227,봄꽃 축제 갈만한 곳 있어,2
10228,서울 동작구 우산 필요하냐,0
10229,들려야 하는 승마 휴양지 알려줘,2
10230,구례 마스크 가져가야하니,3
10231,세종 날씨 한 번 알려줘,0
10232,군위 날씨 추울까,0
10233,아니 대전 양 꼬치 맛집 추천해 줘,1
10234,이번 주 청주 미세먼지 말해주라,3
10235,서울 중랑구 잘 하는 갈비 집 알려줘,1
10236,여수 맛 나게 하는 양 고치 알고싶어,1
10237,연천 관광 해볼만 한 명소 알려줘,2
10238,말하자면 내일 충청북도 괴산군 미세먼지 알려줄래,3
10239,경상도 주변 갯벌 알려줘,2
10240,도봉구 주변 요리 어디였지,1
10241,논산 날씨 맑니,0
10242,청양 흐리니,0
10243,오늘 청송 물회 맛집 가볼까,1
10244,그러면 서울 강북구 우산 가져가야하니,0
10245,이번 주 대구 바람 많이 부는지 알려줘,0
10246,단양 마스크 써야하니,3
10247,최고 셀카 찍을만한 휴양지 추천해 주세요,2
10248,경상도 주변 해변 추천해 주라,2
10249,거창 꼭 들려야 하는 관광지 알려줄래,2
10250,천안 놀 만 한 명소 추천 ㅎ,2
10251,평택 가려는데 오늘 날씨 어때,0
10252,내일 단양 눈 오겠지 아마,0
10253,상주 음식점 줘,1
10254,서울 서초구 덥니,0
10255,경상도 주변 계곡 알려주세요,2
10256,홍천 날씨 덥니,0
10257,구례 제일 맛있게 하는 식당 추천해 줘,1
10258,진천 더울까,0
10259,성남 우산 필요할까,0
10260,곡성 구경 하기 좋은 명소 추천해 줘,2
10261,오산 미세먼지,3
10262,오산 축구장 어디 있을까,2
10263,광양 유명한 관광지 추천 해주라,2
10264,홍천 날씨 춥니,0
10265,구미 눈 올지 부탁 해,0
10266,목요일 마스크 필요할까,3
10267,성주 가볼만 한 관광지 추천 해주라,2
10268,부천 제일 맛있는 비빔냉면 알려줘,1
10269,전라도 주변 휴양지 추천해 주세요,2
10270,전라남도 주변 바다 추천해 주라,2
10271,1월 11일 날씨 궁금해서 물어봤는데,0
10272,부안 공기 말해 주세요,3
10273,아니 오늘 옥구읍 공기 뭐야,3
10274,가락동 가는데 황사 알려줘,3
10275,현재 태백 설마 마스크 필요할까,3
10276,나 월요일 오산 가는데 미세먼지 궁금해,3
10277,미세먼지 어때 보여,3
10278,마스크 챙길까 말까,3
10279,아무튼 충남 계룡 날씨 말해줄래,0
10280,포항 국밥 알고싶어,1
10281,가평 공기 미세먼지,3
10282,포항 비오니,0
10283,전라도 미세먼지 알려줄래,3
10284,경상남도 근처 단풍 알려주세요,2
10285,구경 할만 한 산책 여행지 알고싶어,2
10286,부산 송파구 미세먼지 맑니,3
10287,김천 날씨 흐리냐,0
10288,서울 오존 심할지 알려주세요,3
10289,제주도 눈 오는지 알려줘,0
10290,평택 치킨 맛집 어디 있니,1
10291,인기 있는 덮 밥 알려줄래,1
10292,좋은 사진 찍기 좋은 여행지 추천해 줘,2
10293,양주 오존 올까,3
10294,증평 날씨 어떠니,0
10295,인천 성동구 미세먼지 심할까,3
10296,이번 주 과천 황사 심하냐고고,3
10297,옥천 김밥 맛집 추천해 줘,1
10298,영주 우산 가져갈까,0
10299,하늘 미세먼지,3
10300,당진 카페 추천해 주라,1
10301,내일 합정동 날씨 알려줘,0
10302,아니 구리 목살 맛집 알고싶어,1
10303,제일 맛있게 하는 백반 알려주세요,1
10304,남구 다음 주 미세먼지 알려줘,3
10305,아 이번 주 서울 눈 오니,0
10306,경상북도 주변 단풍 알려주세요,2
10307,시장 있나요,2
10308,오산 공기 공기,3
10309,진주 놀기 좋은 관광지 알고싶어,2
10310,용인 오늘 미세먼지 알려주겠니,3
10311,강원 오봉산 가을 연극 할래,2
10312,구례 아구찜 어디 있니,1
10313,충청도 맛있게 하는 팔보채 알려주세요,1
10314,속초 미세먼지,3
10315,관광지 주변 휴양지 어디 있니,2
10316,진도 미세먼지 심할까 좋으려나,3
10317,내일 하 봉화 미세먼지,3
10318,이번 주 서울 눈 오니,0
10319,셀카 찍 수 있는 여행지,2
10320,광양 미세먼지 어떨까,3
